participant_id,age,gender,education,education_numeric,technical_field,employment,crt_score,need_for_cognition,working_memory,big5_extraversion,big5_agreeableness,big5_conscientiousness,big5_neuroticism,big5_openness,impulsivity_total,sensation_seeking,trust_propensity,risk_taking,state_anxiety,current_stress,fatigue_level,phishing_self_efficacy,perceived_risk,security_attitudes,privacy_concern,phishing_knowledge,technical_expertise,prior_victimization,security_training,years_email_use,daily_email_volume,email_volume_numeric,email_check_frequency,link_click_tendency,social_media_usage,overall_accuracy,phishing_detection_rate,false_positive_rate,phishing_click_rate,report_rate,mean_response_latency,mean_dwell_time,response_latency_sd
P0516,33,Female,Bachelor,3,0,Student,6,60,6,2.81,3.58,4.18,2.71,3.43,2.65,2.36,3.01,2.26,1.64,1.89,3.77,3.75,3.64,3.26,3.59,5,3,3,0,21,51-100,4,Hourly,1.63,2.2,0.738,0.721,0.064,0.137,0.286,4191,5108,2000
P0517,54,Male,High school,1,0,Self-employed,4,44,9,3.71,2.46,2.96,3.69,2.96,3.07,4.24,2.89,3.87,3.06,2.35,4.29,3.79,1.89,4.55,3.67,4,2,2,0,40,11-25,2,Hourly,2.49,1.1,0.581,0.671,0.246,0.227,0.421,3703,5309,1140
P0518,42,Male,Bachelor,3,0,Self-employed,4,53,10,1.99,2.78,4.04,3.79,4.53,2.49,2.3,2.84,2.68,3.88,3.14,1.7,3.34,2.92,2.33,5.0,4,3,2,1,35,26-50,3,Few times/day,1.91,4.0,0.547,0.48,0.391,0.341,0.097,4928,6632,1614
P0519,22,Male,Master,4,1,Employed full-time,4,42,7,2.83,4.42,2.68,1.32,3.69,2.62,2.7,3.54,2.83,1.84,1.94,2.73,5.0,2.74,4.38,2.75,5,4,2,1,12,26-50,3,Few times/day,3.47,0.4,0.653,0.626,0.137,0.233,0.321,3212,4140,1445
P0520,25,Female,Some college,2,1,Employed full-time,2,42,6,4.08,4.05,3.4,1.27,4.04,2.02,4.1,3.53,3.2,1.11,1.26,3.99,4.24,2.93,3.81,2.7,3,4,2,1,10,11-25,2,Constantly,3.3,0.6,0.735,0.713,0.02,0.245,0.393,3394,4290,792
P0521,56,Male,Bachelor,3,0,Retired,3,63,8,1.71,3.14,2.85,4.37,3.08,2.63,2.89,3.26,1.96,3.29,3.13,3.31,3.8,1.17,3.29,3.52,3,4,3,1,40,0-10,1,Hourly,2.68,0.3,0.56,0.562,0.205,0.264,0.41,3436,5004,960
P0522,38,Male,Some college,2,0,Employed full-time,5,55,8,2.7,3.18,3.62,2.41,3.48,2.66,3.32,3.37,2.56,1.93,1.0,4.04,3.25,4.82,2.73,4.94,6,4,0,0,26,11-25,2,Hourly,2.3,1.0,0.705,0.662,0.078,0.215,0.148,3234,4025,1499
P0523,38,Male,Bachelor,3,0,Unemployed,3,52,9,3.3,4.03,1.91,2.58,3.58,3.06,2.78,4.27,1.97,2.93,2.83,6.02,3.81,1.2,3.26,3.45,7,2,3,1,27,51-100,4,Once daily,3.37,8.6,0.419,0.491,0.067,0.364,0.161,3631,5115,1798
P0524,38,Female,High school,1,1,Student,6,60,12,2.55,4.98,2.9,2.74,4.08,2.06,2.76,4.2,3.64,2.37,2.8,4.11,4.29,3.58,3.25,3.22,7,4,2,1,23,11-25,2,Few times/week,3.66,0.4,0.667,0.667,0.02,0.259,0.502,3687,5448,2106
P0525,29,Male,Master,4,0,Student,1,45,9,4.58,4.51,4.43,2.27,3.47,2.12,3.11,3.02,2.57,1.41,1.62,2.96,3.64,2.16,4.0,3.82,3,4,3,0,18,0-10,1,Once daily,1.59,3.6,0.588,0.593,0.09,0.213,0.411,2401,3298,896
P0526,38,Male,Some college,2,0,Employed full-time,2,67,10,3.59,3.33,3.14,2.97,4.07,2.66,3.21,2.68,2.84,2.83,2.0,2.72,4.72,2.2,3.02,4.48,0,2,3,0,29,11-25,2,Hourly,4.21,2.1,0.417,0.525,0.301,0.325,0.211,3388,3584,1120
P0527,38,Male,Master,4,1,Employed full-time,5,59,9,2.35,3.49,3.41,4.25,3.71,3.42,3.02,3.09,3.05,3.24,2.85,2.58,2.86,3.31,3.39,3.06,9,4,3,0,24,26-50,3,Few times/day,2.91,0.0,0.632,0.615,0.291,0.3,0.02,2804,3466,949
P0528,66,Male,Some college,2,0,Self-employed,4,42,6,2.4,3.65,3.39,2.78,3.69,2.59,2.4,2.95,2.42,2.35,1.72,2.99,3.41,3.75,3.69,2.8,2,3,1,0,40,26-50,3,Constantly,2.68,5.8,0.711,0.756,0.17,0.238,0.466,3615,4236,1576
P0529,42,Female,Bachelor,3,0,Retired,1,56,10,3.63,3.03,3.06,2.31,3.07,2.11,2.2,3.17,2.21,1.78,1.56,3.04,4.15,2.34,2.92,3.21,2,2,1,0,28,26-50,3,Hourly,3.78,7.1,0.47,0.486,0.02,0.361,0.242,3299,3696,1266
P0530,41,Female,Some college,2,1,Employed full-time,3,74,9,3.2,4.41,3.48,2.51,3.44,1.75,3.63,3.8,3.05,3.26,2.55,3.64,3.44,2.31,4.03,3.4,6,4,0,1,30,11-25,2,Few times/day,2.65,5.2,0.662,0.65,0.164,0.189,0.5,4654,6812,1357
P0531,40,Male,Master,4,0,Student,3,68,10,2.1,3.34,2.56,2.08,4.04,3.15,2.75,2.94,2.23,1.97,2.47,4.13,2.69,2.16,3.3,4.07,5,3,1,1,22,100+,5,Once daily,2.88,1.4,0.564,0.541,0.167,0.321,0.02,1954,2651,863
P0532,41,Male,High school,1,0,Self-employed,6,62,9,3.23,3.03,2.99,2.93,4.0,2.68,3.6,3.51,2.99,3.0,2.64,4.02,3.34,3.37,2.41,3.12,5,3,2,1,28,26-50,3,Constantly,2.29,0.5,0.626,0.559,0.169,0.289,0.114,4846,4846,1540
P0533,38,Male,Some college,2,0,Employed full-time,3,63,8,3.79,3.55,4.73,1.19,3.84,1.26,3.22,3.84,3.21,1.58,3.37,3.66,4.42,2.36,3.47,3.32,3,2,0,0,26,26-50,3,Few times/day,2.12,1.0,0.753,0.707,0.02,0.219,0.527,3059,3971,1405
P0534,49,Male,Bachelor,3,0,Student,2,39,9,3.79,3.2,3.4,3.57,4.43,2.41,3.82,2.32,2.79,3.17,3.42,3.74,3.07,4.23,4.09,4.78,5,3,0,0,36,100+,5,Hourly,2.06,1.9,0.759,0.657,0.301,0.314,0.365,3159,3792,1442
P0535,37,Male,High school,1,0,Employed full-time,2,63,8,3.77,4.77,4.51,2.68,4.32,2.46,4.67,3.15,4.25,2.48,2.71,6.54,3.39,2.28,4.16,3.36,3,2,3,1,23,100+,5,Hourly,1.53,1.0,0.672,0.684,0.181,0.174,0.258,4409,6344,1658
P0536,56,Female,Some college,2,1,Employed part-time,1,64,10,2.73,4.11,2.72,2.73,3.8,2.94,2.42,3.93,2.51,2.49,2.7,2.63,4.32,3.63,3.9,3.2,5,5,3,0,40,26-50,3,Once daily,1.66,2.5,0.458,0.473,0.081,0.413,0.316,2359,2832,997
P0537,37,Non-binary,Master,4,0,Employed part-time,2,45,7,2.55,3.55,2.49,3.5,3.15,3.44,2.33,3.59,2.11,2.4,2.55,3.46,3.18,4.44,4.19,4.12,3,3,2,0,27,100+,5,Once daily,3.04,3.2,0.405,0.499,0.098,0.387,0.064,1926,2595,725
P0538,52,Non-binary,Doctorate,5,1,Employed full-time,7,68,10,2.32,2.35,2.87,3.39,4.08,2.94,2.48,2.93,2.28,3.02,2.89,1.36,3.83,3.26,3.98,3.25,6,4,3,1,34,26-50,3,Few times/day,1.91,0.5,0.665,0.629,0.133,0.286,0.15,3554,4783,1401
P0539,54,Female,Some college,2,1,Employed full-time,6,61,11,4.06,4.42,3.51,2.24,3.7,2.02,4.48,3.6,4.24,2.95,2.35,3.04,3.71,1.77,2.96,3.28,5,4,1,0,36,11-25,2,Few times/day,3.19,1.0,0.695,0.677,0.176,0.236,0.302,4006,4714,1191
P0540,33,Female,Master,4,0,Retired,7,59,9,2.0,3.98,2.67,3.26,2.84,3.55,2.42,3.37,2.77,2.2,3.01,2.42,3.37,3.52,3.17,3.39,3,3,1,0,20,11-25,2,Hourly,3.04,6.3,0.549,0.628,0.147,0.344,0.159,3054,3508,610
P0541,25,Female,Bachelor,3,0,Employed full-time,3,56,6,3.11,5.0,4.02,2.06,4.82,1.93,3.88,4.07,3.35,1.78,1.77,2.62,2.87,3.0,2.07,3.17,3,3,1,0,13,26-50,3,Hourly,1.69,0.6,0.626,0.677,0.02,0.278,0.222,4015,6440,1565
P0542,60,Male,Some college,2,0,Employed full-time,5,41,6,4.0,3.88,3.27,2.01,2.4,2.67,1.68,3.44,2.01,3.61,2.09,2.08,3.48,3.17,3.31,3.01,5,1,4,1,40,26-50,3,Constantly,3.98,0.9,0.456,0.494,0.383,0.331,0.272,5001,6795,1602
P0543,37,Female,Bachelor,3,1,Employed full-time,5,60,10,1.92,4.45,4.4,2.28,3.69,2.34,2.86,4.16,2.84,1.79,2.71,1.88,4.82,4.47,4.14,3.18,7,5,0,0,25,11-25,2,Constantly,2.67,0.1,0.774,0.706,0.02,0.208,0.362,3930,5138,1303
P0544,42,Male,Bachelor,3,1,Employed part-time,4,43,6,3.22,3.21,4.37,2.48,3.01,2.01,2.74,2.8,2.7,2.09,1.85,3.65,5.0,3.24,2.54,4.06,5,5,2,0,32,51-100,4,Few times/day,2.9,0.8,0.568,0.612,0.104,0.228,0.217,3017,4469,985
P0545,32,Female,Doctorate,5,0,Student,7,66,10,2.01,2.51,3.26,3.14,2.71,2.23,3.09,2.79,3.56,3.33,2.01,4.35,4.69,3.61,4.51,3.65,5,4,2,1,23,11-25,2,Few times/day,3.76,0.9,0.832,0.793,0.261,0.201,0.556,3933,6149,1872
P0546,33,Female,Some college,2,1,Student,4,39,6,3.8,4.48,3.78,2.88,3.6,2.11,3.63,4.0,3.19,3.23,2.03,2.57,4.08,2.67,3.32,4.2,7,5,1,0,25,11-25,2,Hourly,2.83,0.2,0.624,0.605,0.151,0.279,0.452,4364,6655,2121
P0547,58,Male,Bachelor,3,0,Employed full-time,6,58,10,2.84,3.15,1.29,2.66,2.28,3.61,2.35,3.13,3.29,1.26,2.46,1.07,4.98,2.98,3.12,1.76,6,3,3,0,40,0-10,1,Once daily,3.16,0.0,0.666,0.733,0.02,0.11,0.134,2726,2981,1164
P0548,57,Male,High school,1,1,Employed full-time,3,65,9,2.1,3.16,2.33,3.71,2.84,3.35,3.26,3.35,2.88,3.28,4.33,3.63,5.0,4.1,2.77,3.32,9,5,3,1,40,100+,5,Constantly,4.12,1.7,0.505,0.603,0.23,0.18,0.098,2480,3236,927
P0549,44,Female,High school,1,0,Employed full-time,1,41,6,3.46,3.45,4.17,2.19,4.23,2.5,4.21,3.46,2.92,2.15,1.52,4.06,3.75,3.31,4.4,2.82,3,2,3,0,29,51-100,4,Few times/day,2.65,0.7,0.684,0.637,0.18,0.232,0.447,3435,4322,1464
P0550,38,Male,High school,1,0,Student,3,44,5,3.01,3.29,2.73,2.87,4.13,3.21,3.94,2.94,4.89,2.46,2.7,4.31,2.95,3.43,4.16,3.27,2,3,4,0,29,26-50,3,Constantly,3.73,0.0,0.604,0.699,0.179,0.177,0.14,3552,5627,1732
P0551,48,Female,Doctorate,5,1,Employed full-time,6,56,9,3.02,3.59,3.65,3.46,3.77,2.19,3.46,2.82,2.29,3.36,2.77,2.27,4.99,4.0,3.45,2.91,8,4,0,1,34,51-100,4,Constantly,2.55,3.9,0.941,0.896,0.253,0.055,0.309,5581,7851,2974
P0552,34,Female,Master,4,0,Employed full-time,5,80,7,2.67,3.36,2.62,2.39,4.61,3.26,3.07,2.83,1.79,2.16,2.79,2.77,2.89,4.5,4.27,2.48,5,4,0,0,23,51-100,4,Hourly,3.08,1.8,0.702,0.736,0.084,0.177,0.204,2542,2810,863
P0553,43,Female,Master,4,0,Student,2,55,6,1.93,3.22,2.85,2.86,4.11,2.37,2.91,2.63,1.55,2.28,2.66,2.17,3.04,2.28,3.2,3.69,3,1,0,1,27,100+,5,Once daily,2.73,0.4,0.646,0.741,0.25,0.233,0.294,4134,4232,1151
P0554,29,Female,Bachelor,3,0,Student,0,51,8,3.36,2.11,2.73,3.54,2.84,3.16,2.7,1.83,4.07,2.67,3.27,2.61,2.17,2.81,2.98,3.0,5,3,1,0,15,11-25,2,Hourly,2.44,4.0,0.532,0.544,0.292,0.376,0.173,2476,3821,1051
P0555,29,Male,Some college,2,0,Unemployed,4,56,11,3.06,4.03,3.62,1.0,4.72,2.88,3.5,3.89,4.1,1.56,1.76,2.55,4.27,4.37,3.36,3.79,4,2,3,0,14,26-50,3,Hourly,2.71,0.6,0.587,0.612,0.035,0.361,0.187,2808,3645,719
P0556,45,Male,Some college,2,0,Self-employed,5,65,7,2.34,3.65,2.74,2.31,2.08,2.78,2.02,2.48,2.29,2.46,1.65,2.89,2.13,4.79,3.65,2.82,6,4,1,0,35,0-10,1,Hourly,2.26,0.5,0.696,0.728,0.207,0.259,0.071,4176,5405,1762
P0557,43,Female,Some college,2,1,Student,4,59,11,3.31,3.56,3.97,2.91,4.4,1.64,3.29,4.01,3.19,3.2,2.07,3.2,4.77,2.99,3.31,2.22,7,5,1,0,27,100+,5,Few times/week,1.79,4.5,0.677,0.754,0.181,0.197,0.543,3942,4921,1647
P0558,42,Female,Some college,2,0,Employed part-time,2,45,7,3.21,3.45,4.77,1.17,5.0,1.43,4.6,2.96,3.72,2.01,1.85,3.64,4.94,3.42,3.52,3.41,4,3,0,0,35,100+,5,Few times/day,2.06,0.4,0.657,0.66,0.171,0.182,0.436,3449,4053,1342
P0559,36,Female,Master,4,0,Employed full-time,7,89,10,2.83,2.72,4.01,4.35,2.39,3.37,2.74,2.76,1.75,3.17,3.18,2.49,5.0,3.48,4.75,4.09,3,4,2,0,25,51-100,4,Constantly,2.8,4.2,0.746,0.774,0.294,0.19,0.235,4443,5802,2413
P0560,45,Male,Bachelor,3,1,Retired,5,59,7,3.14,3.12,4.34,2.82,4.24,2.03,3.05,2.41,3.56,2.78,2.14,3.33,3.14,3.39,4.9,3.01,5,3,0,0,31,26-50,3,Constantly,2.73,3.2,0.698,0.655,0.269,0.179,0.626,4157,5907,1688
P0561,34,Male,High school,1,0,Employed full-time,5,60,8,4.05,5.0,3.84,2.26,3.16,2.67,2.7,4.01,3.47,2.66,3.39,2.41,2.4,3.4,2.82,2.66,7,5,2,1,23,26-50,3,Once daily,2.98,0.7,0.626,0.558,0.088,0.323,0.142,3791,4912,1684
P0562,22,Non-binary,High school,1,0,Employed full-time,1,29,8,4.23,2.73,3.07,3.7,2.41,2.49,3.04,2.77,2.38,3.18,3.27,1.39,3.1,4.29,3.7,4.59,6,3,2,0,8,11-25,2,Constantly,3.44,0.1,0.532,0.518,0.319,0.278,0.333,3047,4439,1500
P0563,39,Male,High school,1,1,Student,2,36,4,2.47,3.91,2.7,3.36,3.29,2.79,3.11,3.41,2.93,2.42,1.2,4.15,4.57,1.76,3.34,3.14,9,4,1,0,24,11-25,2,Once daily,3.67,0.2,0.477,0.471,0.12,0.448,0.255,2866,4021,1130
P0564,28,Female,Bachelor,3,1,Employed full-time,4,53,5,3.63,3.69,2.88,4.01,3.89,2.91,3.4,2.96,3.04,3.24,2.74,2.7,4.86,2.68,3.74,2.75,6,6,1,1,18,26-50,3,Constantly,3.82,0.2,0.662,0.711,0.241,0.217,0.269,3400,4880,1252
P0565,50,Male,Master,4,0,Retired,4,53,9,4.3,3.2,2.75,3.13,3.66,3.55,3.47,3.28,3.11,1.61,1.6,1.42,4.19,3.71,3.34,2.49,3,2,4,0,40,0-10,1,Few times/day,3.03,4.4,0.509,0.529,0.133,0.321,0.064,2158,2864,800
P0566,58,Female,Bachelor,3,1,Employed full-time,1,49,7,2.08,2.68,1.0,5.0,3.54,3.9,2.89,2.51,2.26,4.0,4.4,4.17,4.3,2.8,3.64,3.11,7,4,2,1,40,100+,5,Constantly,2.75,1.0,0.519,0.511,0.391,0.324,0.068,2587,3299,1122
P0567,63,Female,Master,4,0,Employed full-time,6,69,10,3.49,2.66,3.85,2.72,2.53,1.61,3.06,2.88,2.84,3.22,1.09,3.2,5.0,3.43,2.82,3.16,5,4,1,1,40,11-25,2,Hourly,1.46,0.1,0.771,0.711,0.233,0.201,0.569,4826,5440,2054
P0568,40,Female,Bachelor,3,1,Student,5,64,10,2.31,3.66,2.77,2.71,4.52,3.6,3.41,3.47,2.62,2.9,2.61,4.04,3.76,4.07,5.0,4.09,5,4,2,1,26,100+,5,Few times/day,4.15,1.6,0.589,0.58,0.241,0.265,0.394,2692,3897,1445
P0569,32,Male,Some college,2,0,Employed part-time,1,52,5,2.91,3.76,4.53,2.07,3.34,1.94,3.28,3.93,3.44,2.8,2.22,4.0,3.08,4.48,3.73,3.54,5,3,0,0,25,26-50,3,Few times/day,1.97,0.5,0.485,0.558,0.168,0.296,0.517,2971,3976,1037
P0570,42,Female,High school,1,1,Employed full-time,2,40,4,2.17,2.44,3.38,3.47,4.07,2.89,2.83,3.1,2.57,2.76,3.04,2.19,3.06,3.42,3.77,3.43,8,3,0,1,32,11-25,2,Few times/day,2.27,0.5,0.635,0.595,0.161,0.203,0.303,2487,3138,947
P0571,40,Female,Master,4,0,Employed full-time,1,45,8,1.44,3.4,2.29,4.37,3.58,2.74,2.4,3.2,1.92,2.82,3.03,4.62,3.98,4.39,2.95,3.18,4,3,0,1,25,11-25,2,Hourly,3.04,0.4,0.524,0.539,0.189,0.286,0.322,2626,2966,1250
P0572,43,Male,Master,4,1,Retired,6,61,12,2.63,2.75,3.39,4.14,4.27,2.89,3.1,2.88,2.77,2.47,3.94,1.3,3.96,3.31,3.2,4.55,6,5,0,1,29,100+,5,Constantly,2.64,2.9,0.817,0.775,0.205,0.111,0.268,3866,5761,1749
P0573,53,Female,Some college,2,1,Student,2,48,8,4.05,3.89,2.67,1.91,4.01,2.62,3.79,3.5,3.26,2.62,2.61,3.02,4.53,2.96,2.49,3.92,3,6,1,1,40,51-100,4,Hourly,3.92,0.0,0.378,0.439,0.153,0.414,0.262,1995,2589,788
P0574,35,Female,Bachelor,3,1,Employed full-time,2,61,9,2.51,3.56,3.76,2.96,3.71,2.03,3.44,3.55,2.84,2.21,1.19,2.94,3.7,1.97,4.21,3.8,6,6,0,1,23,11-25,2,Constantly,2.18,1.2,0.678,0.768,0.123,0.164,0.598,2956,4677,1136
P0575,43,Female,Bachelor,3,0,Unemployed,2,48,5,2.61,3.95,3.64,1.55,3.19,2.35,2.59,3.09,2.87,1.78,2.63,2.57,4.07,2.4,2.62,3.04,5,3,1,1,37,0-10,1,Hourly,2.74,0.2,0.552,0.537,0.063,0.359,0.279,3140,3140,1130
P0576,30,Female,Bachelor,3,0,Employed full-time,6,67,12,1.99,3.34,3.64,3.21,3.64,1.87,2.6,3.52,2.31,2.79,2.61,4.97,3.57,3.2,3.6,3.73,6,5,0,0,16,26-50,3,Constantly,1.36,1.6,0.767,0.768,0.206,0.146,0.485,5010,6748,1641
P0577,39,Male,Master,4,0,Employed full-time,6,66,7,2.67,3.23,2.91,2.21,1.95,2.22,1.99,2.7,1.97,2.23,2.92,3.86,3.62,3.22,3.47,1.53,5,2,1,1,29,11-25,2,Hourly,3.44,0.8,0.76,0.745,0.139,0.183,0.334,4187,4590,1666
P0578,65,Male,Bachelor,3,1,Employed full-time,6,68,12,1.55,2.91,3.01,3.63,3.27,3.28,1.66,3.15,1.25,3.0,2.46,1.81,4.06,3.38,3.94,3.68,7,7,2,0,40,11-25,2,Few times/day,1.88,0.1,0.782,0.741,0.189,0.1,0.374,3297,3923,1472
P0579,32,Male,Bachelor,3,0,Self-employed,5,71,7,1.86,2.65,2.78,3.14,3.42,2.58,1.94,3.07,2.11,1.77,1.62,1.98,2.55,4.67,2.97,5.0,3,3,2,0,15,26-50,3,Hourly,4.53,1.2,0.633,0.641,0.115,0.288,0.223,2962,3727,1272
P0580,51,Female,High school,1,1,Student,3,49,6,3.62,2.97,3.04,4.09,3.61,2.76,2.74,2.7,3.38,2.95,2.03,6.09,3.87,3.8,4.02,3.27,2,4,3,1,32,26-50,3,Few times/day,2.68,1.7,0.512,0.626,0.265,0.312,0.239,2670,3721,1050
P0581,37,Female,High school,1,1,Unemployed,2,39,5,2.65,3.03,4.16,2.33,2.85,2.1,2.33,2.36,2.35,2.7,2.84,2.93,4.36,3.84,4.25,2.77,5,5,0,1,24,26-50,3,Constantly,2.26,0.6,0.523,0.541,0.279,0.347,0.512,3459,4637,1471
P0582,51,Female,Some college,2,0,Employed part-time,4,55,7,1.83,3.18,3.41,2.19,4.59,2.22,3.14,2.96,2.43,2.03,2.51,2.54,2.93,4.66,3.18,3.51,4,4,2,1,40,100+,5,Few times/day,2.62,2.9,0.653,0.652,0.169,0.208,0.305,4554,5545,1474
P0583,51,Male,High school,1,1,Student,3,40,6,3.28,2.96,3.35,2.66,3.22,2.74,2.46,1.87,2.2,2.02,1.81,4.89,5.0,2.91,3.32,2.72,6,4,3,1,40,26-50,3,Few times/day,1.81,0.9,0.669,0.649,0.163,0.268,0.16,3204,3843,1426
P0584,30,Male,Bachelor,3,0,Employed part-time,1,49,9,3.9,2.05,3.81,3.37,3.48,2.51,3.31,2.52,2.21,3.22,1.01,1.37,3.64,2.79,3.72,2.74,8,1,1,1,16,51-100,4,Few times/day,3.1,2.8,0.625,0.652,0.328,0.251,0.26,3027,3156,864
P0585,48,Female,Bachelor,3,0,Employed full-time,3,47,8,1.8,3.1,2.11,4.0,2.92,2.77,2.81,2.51,3.1,2.82,3.38,5.16,3.19,4.18,3.67,3.92,6,4,0,0,37,11-25,2,Hourly,2.44,1.7,0.599,0.559,0.364,0.23,0.283,2683,3241,1127
P0586,25,Male,High school,1,0,Employed full-time,6,66,9,4.25,2.8,3.59,2.32,3.36,2.05,2.97,4.22,3.21,2.39,1.0,2.54,3.33,3.59,3.1,3.99,2,2,3,0,12,11-25,2,Once daily,2.66,4.1,0.676,0.681,0.048,0.273,0.349,4980,5918,2227
P0587,27,Male,Master,4,0,Employed part-time,5,59,10,3.54,2.91,3.7,3.02,3.76,2.11,3.02,3.4,3.27,2.5,3.68,4.12,4.71,3.16,3.99,3.61,9,4,2,0,20,0-10,1,Constantly,3.61,1.6,0.719,0.734,0.075,0.144,0.332,4452,6582,1818
P0588,40,Female,Some college,2,1,Retired,5,51,8,2.93,2.87,3.49,3.61,3.47,2.47,2.3,2.97,2.57,2.85,1.75,2.93,3.52,3.15,4.52,2.68,8,5,0,0,28,11-25,2,Few times/day,1.53,0.4,0.7,0.653,0.258,0.266,0.414,3863,4791,1547
P0589,57,Male,Some college,2,0,Student,3,37,5,3.86,3.07,3.73,3.08,4.06,2.46,2.99,3.59,2.51,3.37,2.57,1.61,3.83,3.06,4.27,2.94,4,3,0,1,40,100+,5,Few times/day,2.74,3.5,0.483,0.59,0.154,0.288,0.492,3825,4748,1206
P0590,46,Male,Some college,2,0,Employed full-time,1,50,6,2.97,4.59,3.88,2.51,5.0,2.34,4.13,3.97,3.17,2.66,2.39,3.71,4.21,3.12,3.67,3.57,6,4,2,1,35,100+,5,Few times/week,2.85,3.1,0.511,0.613,0.057,0.325,0.152,3249,4325,1288
P0591,31,Male,Some college,2,1,Employed full-time,2,47,5,4.48,3.8,4.82,1.28,3.21,1.0,3.67,2.84,3.09,1.25,1.82,4.64,4.32,3.2,3.82,3.67,1,4,0,0,20,51-100,4,Few times/day,2.3,7.2,0.714,0.82,0.02,0.092,0.609,3026,4554,1690
P0592,22,Male,Some college,2,1,Employed full-time,4,63,9,2.37,3.19,3.18,2.77,4.15,2.95,4.04,2.81,2.99,2.31,2.45,1.0,3.57,2.96,3.16,3.2,5,6,3,0,14,26-50,3,Few times/day,2.47,0.2,0.721,0.741,0.154,0.161,0.176,3293,4945,1299
P0593,47,Non-binary,Bachelor,3,0,Employed full-time,6,47,12,3.98,2.73,2.9,3.29,2.91,2.79,2.79,3.31,2.63,2.52,2.53,2.11,4.29,3.64,3.02,2.92,5,3,1,0,35,51-100,4,Few times/day,2.7,1.8,0.788,0.791,0.154,0.174,0.239,4188,6946,1582
P0594,40,Male,Bachelor,3,1,Student,3,53,7,5.0,5.0,3.67,2.17,5.0,1.84,4.91,3.44,4.56,2.34,1.82,4.99,4.12,3.8,3.53,3.98,6,4,2,0,29,26-50,3,Few times/day,3.92,1.4,0.668,0.664,0.22,0.211,0.415,3306,3603,894
P0595,42,Male,Doctorate,5,0,Employed full-time,3,64,7,3.5,3.31,2.68,1.87,3.75,2.94,2.88,3.29,3.82,2.55,1.9,3.98,2.5,2.75,4.81,4.46,7,4,0,0,25,0-10,1,Few times/week,3.32,2.2,0.463,0.497,0.154,0.409,0.359,2942,3896,1262
P0596,45,Male,High school,1,0,Employed full-time,2,45,7,3.8,3.57,3.01,1.52,4.21,1.62,3.24,3.52,2.59,1.97,1.43,4.06,4.51,3.92,3.21,4.17,6,2,0,0,30,26-50,3,Few times/day,2.03,7.8,0.572,0.632,0.025,0.227,0.48,5499,7062,2392
P0597,53,Female,High school,1,0,Student,3,46,6,3.67,4.15,2.77,4.35,3.32,2.54,4.53,3.37,3.54,3.18,2.97,4.62,3.23,2.18,3.57,4.78,5,1,4,0,40,26-50,3,Hourly,3.31,1.5,0.585,0.598,0.196,0.305,0.301,3951,4055,1429
P0598,39,Male,High school,1,0,Self-employed,4,52,8,4.26,4.27,3.06,1.68,4.97,3.16,3.47,3.6,3.31,1.0,1.0,4.06,3.57,3.6,3.78,2.9,4,2,1,1,27,11-25,2,Few times/day,3.14,2.3,0.54,0.551,0.02,0.314,0.357,2909,3272,1106
P0599,59,Female,Bachelor,3,1,Self-employed,6,64,8,2.63,3.3,3.74,4.48,4.98,2.78,4.11,3.47,2.78,3.88,3.27,3.68,4.34,3.64,3.49,4.41,8,6,0,0,40,11-25,2,Few times/day,3.47,0.9,0.635,0.668,0.254,0.206,0.3,4624,6642,1357
P0600,32,Male,High school,1,0,Employed full-time,1,49,7,3.02,3.81,3.46,2.75,1.85,2.2,2.47,3.67,2.57,2.4,2.21,4.84,3.25,3.13,4.27,4.28,3,3,3,1,21,11-25,2,Few times/day,2.66,0.7,0.379,0.391,0.129,0.479,0.526,3226,4448,1322
P0601,24,Male,Master,4,1,Employed full-time,7,54,13,3.03,4.12,2.86,3.43,3.85,2.9,2.57,3.66,2.76,2.9,3.08,3.03,4.67,3.25,4.63,3.14,8,5,0,1,10,26-50,3,Hourly,2.48,0.8,0.783,0.844,0.184,0.067,0.381,3840,5291,1688
P0602,55,Male,Bachelor,3,0,Employed full-time,5,69,5,4.05,4.21,4.31,1.46,5.0,1.74,3.11,3.5,2.96,2.05,1.64,3.48,2.93,3.01,5.0,2.62,4,4,0,0,40,0-10,1,Few times/day,1.44,0.1,0.823,0.8,0.09,0.161,0.65,3782,5170,829
P0603,27,Female,Bachelor,3,0,Employed full-time,1,34,4,3.66,2.94,3.7,3.2,2.99,2.47,3.12,3.22,3.26,2.3,2.74,4.49,3.19,2.79,2.81,2.69,4,3,1,1,14,26-50,3,Hourly,3.6,0.7,0.425,0.5,0.163,0.25,0.176,2787,2918,1106
P0604,41,Female,Bachelor,3,1,Student,7,53,10,3.2,4.54,2.73,3.36,3.33,3.08,2.45,2.8,2.56,2.63,2.83,2.58,5.0,3.2,3.94,3.4,5,4,2,1,30,11-25,2,Constantly,3.38,0.4,0.703,0.657,0.231,0.253,0.158,3861,4383,2078
P0605,58,Male,Some college,2,1,Employed part-time,7,71,12,2.86,4.31,3.11,2.92,4.68,2.57,3.16,4.17,1.41,2.18,2.19,5.21,4.17,2.76,3.7,2.27,9,4,1,0,40,11-25,2,Few times/week,3.3,1.2,0.744,0.73,0.02,0.238,0.308,4727,5764,1947
